"county","state","women","median_income","democrat_2008","dist_to_closest_facility_miles","abortion_count_2010","highly_restrictive"
"autauga","alabama",28172,53099,0.257730214457933,14.3242837993746,93,1
"baldwin","alabama",102139,51365,0.238119219289303,24.3308811359374,104,1
"barbour","alabama",12375,33956,0.489853826311264,49.7185196844111,39,1
"bibb","alabama",10488,39776,0.265964831096714,26.7089556414569,19,1
"blount","alabama",29132,46212,0.145135369019656,33.0544430001683,44,1
"bullock","alabama",4833,29335,0.740720221606648,39.4305283678998,23,1
"butler","alabama",10758,34315,0.431352353486456,45.6222209749869,23,1
"calhoun","alabama",60141,41954,0.331708703951911,57.6656997291428,241,1
"chambers","alabama",17719,36027,0.454600160470714,30.5321366358237,22,1
"cherokee","alabama",13014,38925,0.236634171369933,65.3080657766375,14,1
"chilton","alabama",22258,42594,0.20657857745291,41.6380537553199,53,1
"choctaw","alabama",6938,32622,0.460602989612364,92.7327830162234,19,1
"clarke","alabama",13109,32735,0.440193524376628,72.327190429348,32,1
"clay","alabama",6951,38815,0.258102361050007,57.9239395157922,14,1
"cleburne","alabama",7568,36316,0.179913739987677,60.2652359412847,9,1
"coffee","alabama",25781,47872,0.252335055643879,73.616211321196,48,1
"colbert","alabama",28106,43786,0.390572797166204,59.6930974457686,66,1
"conecuh","alabama",6669,27609,0.493878726775169,76.8474887534131,12,1
"coosa","alabama",5509,31910,0.408592486068668,42.9358749683568,7,1
"covington","alabama",19510,37313,0.205232153037309,74.9234450721639,26,1
"crenshaw","alabama",7033,37557,0.308059132093467,42.9130025098469,16,1
"cullman","alabama",41116,39297,0.166095453901714,42.5204815722518,73,1
"dale","alabama",25164,44093,0.272774327122153,78.2165601795777,51,1
"dallas","alabama",22298,28136,0.67072702858239,42.6672238225097,107,1
"dekalb","alabama",35803,38248,0.235602748282324,51.1642102359838,37,1
"elmore","alabama",41610,53398,0.241905872067609,14.1478412206463,114,1
"escambia","alabama",18485,32334,0.353550497478533,58.6298879865187,22,1
"etowah","alabama",53356,40478,0.301696582247357,56.0577906433231,132,1
"fayette","alabama",8472,36205,0.250596958652759,37.6038447155091,20,1
"franklin","alabama",16020,36138,0.296673223295989,69.0314815765882,18,1
"geneva","alabama",13693,36519,0.183065968945698,92.7955578897143,16,1
"greene","alabama",4495,21339,0.830914231856739,35.2178436423334,24,1
"hale","alabama",8038,33351,0.606525444363282,31.0626776235912,37,1
"henry","alabama",8886,41045,0.348982423681776,72.7609367751343,19,1
"houston","alabama",54109,41945,0.292919611836588,86.8577490470056,105,1
"jackson","alabama",26845,38422,0.305355945194979,39.7682275102579,44,1
"jefferson","alabama",347125,47220,0.521533699187502,2.08199094827279,2281,1
"lamar","alabama",7253,34298,0.228127208480565,50.225341134928,13,1
"lauderdale","alabama",48380,43657,0.349805794667227,55.7551376718333,105,1
"lawrence","alabama",17161,42339,0.351771117166213,39.0910998653858,44,1
"lee","alabama",77920,45056,0.395729406350667,23.3148759083163,193,1
"limestone","alabama",45111,51115,0.284224017167894,17.6348773622982,75,1
"lowndes","alabama",5520,27914,0.74869469634515,23.0308950945435,31,1
"macon","alabama",10612,32390,0.868805736875977,34.8458353453489,71,1
"madison","alabama",178888,60150,0.419342180131983,1.55818295788562,871,1
"marengo","alabama",10633,30713,0.516607096155523,62.569785107345,46,1
"marion","alabama",15281,34074,0.210441116956698,64.6307040500705,25,1
"marshall","alabama",47937,39831,0.212205270457698,36.4463650657537,83,1
"mobile","alabama",215994,44263,0.452977555339977,1.71249727708131,818,1
"monroe","alabama",11453,28182,0.446587273373622,73.7162704365316,17,1
"montgomery","alabama",119652,45358,0.59350982881911,3.94196594772693,834,1
"morgan","alabama",60706,46883,0.274919868624115,23.7058985522339,133,1
"perry","alabama",5185,24912,0.723656437733398,44.9639484573832,22,1
"pickens","alabama",10165,31679,0.456342505215059,31.4621977439563,59,1
"pike","alabama",17412,33193,0.421282694374776,45.0902634751409,71,1
"randolph","alabama",11590,37496,0.295069337442219,58.7861906567519,17,1
"russell","alabama",30117,38400,0.533174729051018,8.12957536856003,59,1
"stclair","alabama",43078,54042,0.178684581084253,26.2532995350646,83,1
"shelby","alabama",105853,72310,0.227541012543715,14.8859021708453,295,1
"sumter","alabama",7150,20428,0.74985754985755,60.3509244146407,40,1
"talladega","alabama",41715,37923,0.402847620161385,36.6315773187573,123,1
"tallapoosa","alabama",21563,39395,0.313966133291906,42.3217091601771,51,1
"tuscaloosa","alabama",104799,48022,0.415602189781022,0.677306602827747,676,1
"walker","alabama",33649,37025,0.258969705430685,35.4509437427721,101,1
"washington","alabama",8520,40293,0.34951566951567,50.7558202916341,21,1
"wilcox","alabama",5757,24442,0.710194025254081,67.7837927232135,15,1
"winston","alabama",12199,33896,0.175157013258897,58.2602053992684,13,1
"apache","arizona",36606,32460,0.634325282334515,130.11659761162,19,0
"cochise","arizona",62896,45383,0.388017206063089,162.663124434673,107,0
"coconino","arizona",69835,51106,0.578407919917562,23.5798378502641,274,0
"gila","arizona",26747,40593,0.353020194331259,59.7301786153466,28,0
"graham","arizona",17381,47422,0.290413925210294,126.41527155175,15,0
"greenlee","arizona",4319,51813,0.39993134225884,156.546878650416,22,0
"lapaz","arizona",9938,36321,0.347442363112392,111.490879253442,6,0
"maricopa","arizona",2066732,55676,0.441159534111572,0.844385356169511,7774,0
"mohave","arizona",101156,39856,0.326780563567783,86.7277531656026,22,0
"navajo","arizona",53938,36868,0.435167597765363,84.8564644719024,69,0
"pima","arizona",509770,46764,0.524248401232246,97.1038529316909,1844,0
"pinal","arizona",190133,51190,0.42193682484292,28.5805794270846,217,0
"santacruz","arizona",24263,38941,0.652709915056754,145.208769980955,31,0
"yavapai","arizona",111681,46638,0.370193079640334,50.9585547650982,204,0
"yuma","arizona",99076,41467,0.42551874355153,56.2600951573421,151,0
"alameda","california",818487,79831,0.787573527162178,2.35899848318536,1897,0
"amador","california",17124,57032,0.415364167995747,35.5957457656237,35,0
"butte","california",112951,44366,0.498479532163743,7.34037342754005,889,0
"calaveras","california",22631,53502,0.421050373294431,37.5430184384725,32,0
"contracosta","california",567254,82881,0.679692239566036,3.00857727887868,2860,0
"delnorte","california",12460,42363,0.453572552722694,80.5964451623286,31,0
"eldorado","california",91651,72586,0.436142737231776,28.4311888686803,186,0
"fresno","california",482633,45963,0.50206214720389,1.09871684152099,3076,0
"glenn","california",13760,41699,0.377973479097075,19.3039961989489,47,0
"humboldt","california",67733,42685,0.622844320303796,91.5625443266036,694,0
"imperial","california",87483,42560,0.622411128284389,4.40252791956635,210,0
"kern","california",424258,49788,0.401361391453726,4.84305145504664,1306,0
"kings","california",67054,47241,0.420046712999886,33.7806696209374,262,0
"lake","california",32094,36132,0.581551953644977,5.23734110885248,101,0
"losangeles","california",5102539,57952,0.691887104279126,1.44097609309148,21680,0
"madera","california",79331,45742,0.423846063038602,7.24350061060399,432,0
"marin","california",132613,100310,0.779759909270527,0.97522673144098,263,0
"mendocino","california",43775,43510,0.695796681327469,14.4585603774402,214,0
"merced","california",131219,44397,0.533334378134403,33.1893546606161,125,0
"monterey","california",210318,60889,0.681545348774493,4.89737037733026,802,0
"napa","california",70813,74609,0.651369840045605,2.31326231525349,221,0
"nevada","california",49806,57429,0.51425952881557,7.71520109172192,110,0
"orange","california",1585524,78145,0.476349304447393,1.8675701531914,3627,0
"placer","california",189781,76926,0.433905041390585,8.97617966015854,648,0
"riverside","california",1167766,57972,0.502112624922949,14.4662059224826,2114,0
"sacramento","california",756345,57509,0.584929615727932,2.59768394294346,2524,0
"sanbenito","california",28989,73814,0.604770362852068,14.1068554233098,140,0
"sanbernardino","california",1058829,54469,0.520703110826706,9.39529407475893,3298,0
"sandiego","california",1618219,66529,0.541474858392896,2.46145731029532,2870,0
"sanfrancisco","california",417056,87701,0.841602131299544,8.10346709261371,1330,0
"sanjoaquin","california",359141,55045,0.544421038552847,2.50718241389355,1407,0
"sanluisobispo","california",137108,64014,0.513942391050334,4.53033125804856,178,0
"sanmateo","california",383203,98546,0.734691320575551,0.669393544504487,580,0
"santabarbara","california",219236,65161,0.603812202707647,27.3546100755669,475,0
"santaclara","california",935833,101173,0.694484133601968,1.60033971705782,3186,0
"santacruz","california",136564,70088,0.774573864750594,5.00301642537553,757,0
"shasta","california",91325,45582,0.359086951113323,2.02981876503834,391,0
"siskiyou","california",21955,38524,0.432789939450396,43.1824991983702,55,0
"solano","california",216078,69227,0.634236797475353,1.69611531792358,1092,0
"sonoma","california",253857,66833,0.736373506110721,2.14299215481573,464,0
"stanislaus","california",268410,51591,0.498580877557991,3.78571185222586,1372,0
"sutter","california",47920,52943,0.407152181172399,0.768036170038127,123,0
"tehama","california",31636,40687,0.366058274676706,30.9523192352996,92,0
"tulare","california",227806,42789,0.414748208277094,45.2300976315446,300,0
"tuolumne","california",25730,50731,0.424266951179132,40.9783850790903,66,0
"ventura","california",425668,78593,0.552092407298411,6.72884275383964,1294,0
"yolo","california",107403,57663,0.670704334850594,6.56713508515028,108,0
"yuba","california",36426,48739,0.414279706555768,6.85408456042651,147,0
"larimer","colorado",163400,61942,0.539883274329368,4.8906859029815,566,0
"kent","delaware",88787,55184,0.543772880089653,2.42267312995383,578,0
"newcastle","delaware",284721,66283,0.69717686424847,5.95887529514075,2538,0
"sussex","delaware",108771,54218,0.452441899629505,34.7675868447065,437,0
"alachua","florida",132577,44702,0.60202041125248,2.96426890693427,1977,0
"bay","florida",89680,48577,0.291555215896064,86.4981336320003,0,0
"brevard","florida",286738,49914,0.443342052880056,44.1489472407068,0,0
"broward","florida",957545,52954,0.671264029519048,1.58783254686051,12004,0
"charlotte","florida",86960,44865,0.458336269052819,2.49955682461624,174,0
"citrus","florida",72569,39054,0.413088579006802,29.1670771019815,0,0
"collier","florida",177187,59783,0.383483111248838,5.96947822509351,421,0
"desoto","florida",15229,35513,0.432632514065739,20.1742291381019,0,0
"duval","florida",464484,49196,0.487342487631115,1.43555208004206,7116,0
"escambia","florida",155714,46117,0.398661029349874,53.4238524541112,1757,0
"highlands","florida",50831,35865,0.40495277225733,51.9989281890553,0,0
"hillsborough","florida",678313,51681,0.531768203353906,4.69174620808865,6153,0
"jackson","florida",21720,35470,0.355715279387897,63.6384246567901,1,0
"lake","florida",163991,47141,0.428433361011666,22.4420053759428,0,0
"lee","florida",347567,50390,0.444529033408102,2.53881323921495,1929,0
"leon","florida",149306,48248,0.617375915159345,3.08578274229468,2377,0
"manatee","florida",182632,51483,0.460768188217956,9.26002964851225,0,0
"marion","florida",176730,40295,0.437218402439175,3.27760311475527,469,0
"martin","florida",77755,52622,0.427976601016681,21.3115608686449,2,0
"monroe","florida",36239,60303,0.519144815256257,88.7612525458662,0,0
"okaloosa","florida",96621,57655,0.270828753572214,94.3976107463746,0,0
"orange","florida",638422,49391,0.590020552785648,0.352448141191475,8236,0
"osceola","florida",158463,45536,0.59562928379855,2.95167523502272,1,0
"palmbeach","florida",722271,55277,0.611805249788315,4.36218977766814,5543,0
"pinellas","florida",488836,47090,0.535956501655579,4.00393519989971,4671,0
"polk","florida",325264,44146,0.465072110377278,30.2054184042897,1750,0
"stjohns","florida",112355,69523,0.338148596047013,23.0221625692579,0,0
"stlucie","florida",150137,44140,0.556688975692285,7.31038919305041,752,0
"santarosa","florida",79991,60652,0.255562118527269,66.5221688611886,0,0
"sarasota","florida",208041,52796,0.495223121922519,4.15571102211955,1723,0
"seminole","florida",229072,58538,0.482454649214405,4.41632406761396,2692,0
"volusia","florida",262125,42240,0.524128059583962,32.2733258311301,375,0
"appling","georgia",9439,37388,0.263865065751858,75.3729442269972,11,0
"atkinson","georgia",4024,31296,0.323002754820937,100.749576973568,0,0
"bacon","georgia",5654,37303,0.207465718638903,87.7713134145313,7,0
"baker","georgia",1673,45903,0.501481920569057,61.4825386186107,0,0
"baldwin","georgia",22813,34595,0.519259841567394,73.2727857075567,151,0
"banks","georgia",9060,40721,0.164556962025316,39.9610197985158,20,0
"barrow","georgia",37175,53133,0.270807908225531,16.9088304366878,134,0
"bartow","georgia",51409,50565,0.267697337433851,24.7271469136796,202,0
"benhill","georgia",9009,29510,0.42909211398277,106.732016485651,8,0
"berrien","georgia",9592,35740,0.228097379438673,80.6532815188624,4,0
"bibb","georgia",81371,37108,0.587436716489875,77.5974487017075,646,0
"bleckley","georgia",6924,37060,0.272135673437192,95.3427501120906,18,0
"brantley","georgia",9284,36837,0.178269874143699,67.2833945816291,2,0
"brooks","georgia",8105,34547,0.430414449282374,50.1641215227377,3,0
"bryan","georgia",17091,65862,0.283067341377968,17.0908793081401,67,0
"bulloch","georgia",37044,37125,0.400752508361204,45.9281016313055,218,0
"burke","georgia",11897,34589,0.543631830459173,27.8929662521863,57,0
"butts","georgia",11010,40753,0.337146628533715,42.0328898848225,81,0
"calhoun","georgia",2561,28200,0.606965174129353,69.2428412226281,5,0
"camden","georgia",25146,53327,0.379419339733084,35.9162123612389,1,0
"candler","georgia",5552,33379,0.343661171119955,60.997451335081,9,0
"carroll","georgia",58105,45486,0.329532392293899,37.8400978449318,294,0
"catoosa","georgia",33806,52265,0.245958523840627,76.5812210972669,69,0
"charlton","georgia",6273,43871,0.32483039348711,41.9333790239434,0,0
"chatham","georgia",146230,49596,0.56926831038299,2.24849965686176,1136,0
"chattahoochee","georgia",3859,43929,0.502117362371446,11.3812796885207,9,0
"chattooga","georgia",12014,35245,0.312507523775129,59.9543019852851,24,0
"cherokee","georgia",117064,72586,0.238344068591904,14.7937734109928,453,0
"clarke","georgia",64008,33116,0.650208745330697,36.651059306183,369,0
"clay","georgia",1597,22120,0.610416666666667,59.8678966876583,7,0
"clayton","georgia",142551,42470,0.829934230374706,17.5298805819167,1521,0
"clinch","georgia",3396,24848,0.366839762611276,84.2923542536803,1,0
"cobb","georgia",376305,68818,0.447673755088066,2.20660212777024,2649,0
"coffee","georgia",21017,34536,0.349967265585219,109.047628873168,11,0
"colquitt","georgia",23083,33968,0.3080759211016,58.5873647912021,9,0
"columbia","georgia",71661,71962,0.283698578164803,5.02747022112714,227,0
"cook","georgia",8790,35199,0.351516178214467,69.0925460883464,1,0
"coweta","georgia",69465,65244,0.289846682477731,36.4364074795247,240,0
"crawford","georgia",6085,40459,0.349618320610687,61.4970274505148,14,0
"crisp","georgia",12277,31672,0.408609271523179,79.0313726618499,39,0
"dade","georgia",8366,43463,0.251560549313358,65.3716303930188,15,0
"dawson","georgia",11610,59265,0.163625426107881,30.9575735050825,21,0
"decatur","georgia",14018,33514,0.426450742240216,37.1789688851885,4,0
"dekalb","georgia",379714,52623,0.78992618701152,6.9289115491977,4479,0
"dodge","georgia",9888,35544,0.316000974184121,106.224113782167,29,0
"dooly","georgia",6398,33319,0.513942307692308,72.5123441297048,17,0
"dougherty","georgia",49541,33605,0.672784842712248,78.7126589584281,212,0
"douglas","georgia",71996,57384,0.505146778497903,20.0603515666258,549,0
"early","georgia",5658,28599,0.487910028116214,73.9775709526852,7,0
"echols","georgia",2114,35354,0.169334456613311,72.7694374462097,0,0
"effingham","georgia",28097,62820,0.242961212837173,19.7656249477417,77,0
"elbert","georgia",10160,35739,0.404713237946375,53.7857105745578,24,0
"emanuel","georgia",11557,31522,0.372239747634069,64.4189712841845,52,0
"evans","georgia",5696,40594,0.356420233463035,47.9093682391931,14,0
"fannin","georgia",12371,39011,0.246693121693122,66.2464669867997,14,0
"fayette","georgia",56521,81689,0.342425110837646,27.491988484261,214,0
"floyd","georgia",49330,42955,0.312483558881127,43.1368802008166,146,0
"forsyth","georgia",102767,91842,0.204388664827001,17.8525752949232,199,0
"franklin","georgia",11331,37298,0.237086584912672,52.7582743413625,14,0
"fulton","georgia",513328,58851,0.670565148362539,2.50188850559449,6249,0
"gilmer","georgia",14421,43775,0.234460489730021,49.7592124650666,16,0
"glascock","georgia",1562,43884,0.147058823529412,35.6383988767874,4,0
"glynn","georgia",43641,46475,0.380192555712186,62.9857729180626,51,0
"gordon","georgia",28343,41390,0.242403589481456,43.4238396469614,59,0
"grady","georgia",12698,35518,0.377896422851041,31.0526359687291,0,0
"greene","georgia",8499,44299,0.421644146988256,56.5788833607898,37,0
"gwinnett","georgia",446312,61865,0.444688382095972,2.27896691471802,3082,0
"habersham","georgia",22983,41600,0.195840086439762,49.983237066421,43,0
"hall","georgia",95617,51902,0.241239487384862,24.0454833522781,297,0
"hancock","georgia",3808,26386,0.813766114180479,55.8924395056773,38,0
"haralson","georgia",14690,42281,0.202577273136884,40.3915429732365,29,0
"harris","georgia",16505,65336,0.280654682049906,14.203501340266,33,0
"hart","georgia",12957,37983,0.336432713457309,43.993641873527,14,0
"heard","georgia",5832,44185,0.246627218934911,55.1080321248592,7,0
"henry","georgia",111685,62561,0.45933876616532,25.3869474274583,837,0
"houston","georgia",76592,55480,0.395022438361553,75.8268910544435,356,0
"irwin","georgia",4568,29846,0.31269592476489,98.6685728743207,1,0
"jackson","georgia",31493,54246,0.215592334494774,27.6503634199337,74,0
"jasper","georgia",6967,41434,0.327743902439024,44.8039346931681,15,0
"jeffdavis","georgia",7761,36566,0.256915498294809,89.3165850811688,8,0
"jefferson","georgia",8366,28417,0.573541609068289,35.589200941805,56,0
"jenkins","georgia",4599,27398,0.430813953488372,49.2505689535899,12,0
"johnson","georgia",4553,32685,0.328489169180148,65.1426152669808,9,0
"jones","georgia",14791,54020,0.367583212735166,73.8789220178716,27,0
"lamar","georgia",9428,40364,0.3579604578564,51.6263642490131,46,0
"lanier","georgia",5135,31682,0.369648451096415,79.8216626800378,0,0
